	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
SQSTM1	0.556197179	0.579315647	0.606093121	0.633769831	0.543344645	0.57290282	0.528484259	0.529677608	0.500698527	0.570690832	0.530646119
SRBD1	0.153080991	0.16245911	0.181320767	0.175114813	0.113038812	0.119920587	0.158943715	0.199914904	0.159326303	0.155562261	0.074539555
SRC	0.301936525	0.306890559	0.266457818	0.274042064	0.360798879	0.249908919	0.301364211	0.202465759	0.16467707	0.152967594	0.252476817
SRCAP	0.290452784	0.156950726	0.262408503	0.215272482	0.201005463	0.109735994	0.287213721	0.299904505	0.12893374	0.20869754	0.226706376
SRD5A1	0.633249589	0.739241132	0.537427234	0.608491485	0.723620784	0.562389326	0.634883311	0.617502228	0.77625346	0.552784388	0.787562132
SRD5A2	0.156397856	0.085188739	0.082208412	0.054537266	0.095775646	0.112588599	0.084292953	-0.009310582	0.024813653	0.034562956	0.037680872
SRD5A3	0.067825155	0.010904061	-0.04102419	-0.052036395	0.094989239	-0.005791313	0.006897887	0.011067206	-0.054373311	-0.051935684	0.008842374
SREBF1	1.039033925	1.203822086	1.199197372	1.013702848	1.346837683	1.137953194	1.111536285	0.829132791	0.904437363	0.971844053	1.183364958
SREBF2	1.088956972	1.04870214	1.038213601	1.067825345	1.05508427	1.012927951	0.999463156	0.731257989	0.785249192	0.811282249	0.862796341
SREK1	1.733274506	1.678545204	1.853050365	1.766427543	1.90043713	1.64844852	1.806400233	1.648185624	1.846617725	1.78634425	1.991926816
SREK1IP1	0.013274895	0.034191163	0.046730057	0.080530529	0.057307235	0.024864307	0.018538599	0.165501551	0.126493419	0.009801862	0.111085368
SRF	0.111427545	0.110605215	0.116384935	0.151282178	0.160502631	0.123830386	0.102499446	0.141069823	0.093480975	0.0828861	0.125602124
SRGAP2	0.155634014	0.14590616	0.128229062	0.056521484	0.094271235	0.074141616	0.035486549	0.023613005	0.023521084	0.151584214	0.05381419
SRGAP3	0.127116571	0.277501381	0.257665631	0.394689699	0.249315961	0.151853939	0.238618214	0.239492234	0.186197979	0.242578224	0.247971281
SRGN	-0.053325533	-0.06779846	-0.0892899	-0.089371694	-0.125201741	-0.076825176	-0.052143712	-0.107690194	-0.088586542	-0.049425059	-0.068092718
SRI	1.079485663	1.03677534	0.943147439	0.925059585	0.962760368	1.020539101	1.043611699	1.136227788	1.127796966	1.000893943	1.075415318
SRM	1.206417251	1.10278764	1.039112571	1.15439374	1.221753888	1.128482774	1.166997671	1.135127859	1.057109185	0.954501867	1.121551048
SRP14	1.639676571	1.471374035	1.536094069	1.571408749	1.493846893	1.707763553	1.811847448	1.606334448	1.837186933	1.626107097	1.701525927
SRP19	1.485961441	1.90354074	1.389812816	1.580197325	1.48707028	1.585753812	1.53327394	1.50554385	1.50719673	1.484289968	1.59065581
SRP54	0.949577828	1.008456232	1.018058482	1.006608749	0.944123185	1.044068438	1.025792079	0.996215761	0.993406011	1.040280846	1.071616551
SRP72	1.025093681	1.016992137	0.873368912	0.930492589	0.920470055	0.933744161	0.937853145	0.984637117	0.934154441	0.988053042	0.987701199
SRP9	2.146694183	1.689950585	1.832607865	1.640657902	1.789469838	1.694471121	1.445132613	1.535290241	1.861045957	1.668625951	2.164271116
SRPK1	0.717427815	0.815879046	0.812848511	0.810089457	0.920416479	0.818983322	0.729708387	0.713504801	0.782033187	0.791331713	0.872241029
SRPK2	1.11819745	1.193187849	1.101287386	1.176526473	1.042950557	1.142664802	1.148101092	1.044644559	1.167829608	1.051613664	1.123303649
SRPK3	-0.038480168	0.066277893	-0.124897144	-0.159391019	-0.145892946	-0.087832516	-0.058233647	-0.121886297	-0.095411174	-0.059303949	-0.015850275
SRPR	1.886761684	1.945782861	1.870720511	2.136150882	2.033843972	2.15418564	1.927472968	1.811851524	1.835248653	2.022558682	1.88610651
SRPRB	1.881604701	1.867499351	1.60159234	2.208222613	1.892494515	1.94682382	2.044302851	2.049040884	2.068071321	2.212728471	1.971507191
SRPX	1.713194072	1.729805038	1.999709472	1.800569311	1.739361525	2.033424504	1.814494945	1.880920962	1.749246441	1.736499458	1.728990287
SRPX2	-0.061198344	0.060272494	0.015276572	-0.037429713	0.034951893	0.036355583	-0.025623306	0.089843676	0.027474288	-0.050979977	0.034993607
SRR	0.194809337	0.188509745	0.138031907	0.028066175	0.124391587	0.08508615	0.094222434	0.157359989	0.141819403	0.054705323	0.116427038
SRRD	0.238742487	0.32373847	0.257365147	0.228091616	0.22679694	0.223950043	0.280595217	0.27562645	0.202881251	0.12587719	0.252112965
SRRM1	1.548876405	1.693497479	1.683908105	1.64195025	1.627414763	1.649009466	1.608415365	1.487343967	1.379497171	1.468590199	1.613084376
SRRM2	1.799261985	1.613198301	1.807082987	1.766618516	1.844071848	1.648422467	1.660418012	1.52619083	1.474605101	1.824630502	1.863071308
SRRT	0.746045415	0.759979788	0.8483681	0.871546225	0.918163217	0.808305545	0.773173697	0.634842642	0.675011272	0.655567428	0.87853893
SRSF1	1.196340606	1.206216208	1.214797676	1.293419464	1.292383423	1.262139443	1.223373756	1.230143079	1.355578636	1.30761281	1.359156801
SRSF10	1.076182594	1.038345296	1.025271398	1.056898924	1.150696442	1.079214768	1.063976593	1.041983058	1.120727898	1.103102226	1.261946152
SRSF11	2.463070467	2.36640409	2.415171519	2.468109787	2.601561065	2.556924708	2.363746792	2.133107297	2.420562856	2.282684158	2.657557413
SRSF2	1.610595547	1.59753105	1.704054796	1.597437003	1.751703871	1.711709087	1.615291473	1.639646732	1.780011004	1.688139513	1.872637592
SRSF3	1.377085102	1.477680925	1.283642197	1.35170806	1.353811605	1.267619749	1.325217433	1.514473935	1.425751607	1.388154815	1.497898281
SRSF4	1.744480213	1.842183881	1.870175156	1.775087277	1.992352896	1.828968571	1.674079816	1.663560516	1.641841067	1.72225172	1.908408569
SRSF5	2.255942351	2.339020269	2.460918019	2.234958225	2.531556707	2.434928722	2.349100894	2.299262895	2.488678336	2.396057341	2.619782365
SRSF6	1.31484898	1.342134981	1.483143717	1.202911248	1.595944207	1.420887108	1.447389363	1.332195532	1.414728764	1.396194181	1.728628428
SRSF7	1.107093013	1.21449211	1.035544343	1.038422526	1.170256016	1.051094074	1.068126095	1.143418917	1.137892104	1.200192904	1.347473627
SRSF8	1.025850293	1.053353856	0.995311523	1.005393584	0.949069861	1.04309885	0.951665706	1.002833647	0.977788096	0.870591782	0.96000508
SRSF9	1.845094886	1.588853889	1.700864964	1.697689235	1.766731653	1.643026968	1.760144956	1.811921921	1.886348936	1.710460054	1.784628266
SRY	-0.206669739	-0.32755113	-0.310462024	-0.252194002	-0.308938359	-0.274950282	-0.241330236	-0.218416452	-0.281573785	-0.256972431	-0.211881533
SS18	0.800563381	0.801544699	0.721929959	0.793833989	0.767252359	0.772518403	0.763951965	0.830540312	0.845427411	0.785559027	0.875992284
SS18L1	0.743538307	0.651384021	1.001991941	0.81047321	1.008710143	0.711043297	0.759901689	0.735734168	0.740679428	0.795691542	1.146922992
SS18L2	0.393127085	0.400822993	0.431411109	0.265127888	0.284219325	0.423419396	0.405454315	0.409236426	0.377809241	0.316291509	0.484386724
SSB	0.912340452	1.150190731	0.95359241	0.981027226	1.012201428	0.843191266	0.860283573	1.112152229	1.045742542	1.035358966	1.148361226
SSBP1	1.743712127	1.829191923	1.683715403	1.757261336	1.679117898	1.729866992	1.773505092	1.947577457	1.969571749	1.888463398	1.817150732
SSBP2	1.129501701	1.121065674	1.072620672	1.005137033	1.015023971	1.076332263	1.073630604	1.12413937	1.242303312	1.054573437	1.191326891
SSBP3	0.922848701	-0.074600726	0.756133556	0.669150829	0.389844954	0.437173247	0.718469501	0.599362612	0.426769912	0.301346749	0.324398547
SSFA2	1.041206823	1.101778309	1.026295695	1.087286347	1.052571419	0.920732041	1.099495447	1.029802743	0.965448113	0.96700104	1.182462278
SSH1	0.748172103	0.686376883	0.750748082	0.809499832	0.762274337	0.728590902	0.760114823	0.707738538	0.633808066	0.787640256	0.896811391
SSH3	0.566941295	0.601232403	0.597597082	0.504053772	0.617827885	0.596408145	0.551125564	0.448140825	0.456538897	0.42101928	0.577893746
SSNA1	0.271002306	0.164767984	0.162080703	0.128367564	0.24492772	0.221521442	0.217648276	0.261958777	0.156344653	0.156859011	0.234235606
SSPN	0.157248985	0.150993604	0.142834408	0.131201267	0.10648998	0.113161448	0.154154649	0.153528043	0.161434115	0.126390237	0.158397739
SSR1	1.96190485	1.937078416	1.68505579	2.008402036	1.822893057	1.934095451	2.032665286	1.952686007	1.999004736	2.075243668	1.93233516
SSR2	2.087061862	1.960038947	1.955564254	2.22247882	1.829163551	2.022091409	2.135417051	2.172337175	2.095743186	2.306797293	1.974035574
SSR3	1.218711946	1.263740967	1.091140961	1.141881108	1.096310149	1.088982937	1.254980862	1.229056603	1.263976024	1.253907263	1.128485113
SSR4	1.944414947	1.905220747	1.87803842	2.005114078	1.907444371	2.048390812	2.021873275	1.999750045	2.030155195	2.03623916	1.95593324
SSRP1	1.39853467	1.408785548	1.271747932	1.353593662	1.253110059	1.276158735	1.337332748	1.29254159	1.168653935	1.177166436	1.118299898
SSSCA1	0.400661252	0.423481511	0.296706391	0.320456631	0.256873815	0.354911085	0.319425504	0.351455609	0.355556325	0.438415609	0.510005837
SST	-0.121911459	-0.097652615	-0.153062342	-0.052014736	-0.088833191	-0.115823186	-0.151667183	-0.146375423	-0.132405929	-0.217322834	-0.105451111
SSTR1	-0.22894025	-0.177500189	-0.198532198	-0.179815393	-0.266983141	-0.171632942	-0.193069066	-0.265090283	-0.205521176	-0.283708264	-0.201232685
SSTR2	-0.086643773	-0.084845607	-0.14157222	-0.147682104	-0.109272835	-0.126175898	-0.129038018	-0.04915038	-0.111865136	-0.106109225	-0.052460676
SSTR3	-0.150302805	-0.135865214	-0.184861481	-0.160948367	-0.208255103	-0.145736767	-0.127780203	-0.108463932	-0.133260347	-0.127375482	-0.160800225
SSTR4	-0.231111225	-0.136099906	-0.121605177	-0.172971949	-0.186669676	-0.214598034	-0.249899239	-0.184217152	-0.138057743	-0.15991557	-0.136585195
SSTR5	-0.094080466	-0.173965075	-0.157042753	-0.176275599	-0.063508982	-0.049153362	-0.174769604	-0.065194527	-0.154883664	-0.143294993	-0.114603165
SSX1	-0.003580923	-0.028531448	0.010538563	0.069433667	-0.019405317	0.00145434	0.00525314	-0.024565094	-0.017231207	-0.099223802	-0.083972549
SSX2IP	0.066043764	0.063630437	0.029653931	0.045634505	0.01989944	0.056426613	0.036273325	0.047709975	0.052011012	0.000914429	0.063332377
SSX3	0.119544888	-0.005748647	0.051815625	0.195878472	0.088054138	-0.004781375	0.051543488	-0.210234852	-0.152876663	-0.167175183	-0.122183654
SSX5	-0.235833118	-0.249810378	-0.268211482	-0.248222842	-0.2722169	-0.151049514	-0.307153785	-0.267956288	-0.36124498	-0.212788505	-0.211054742
ST13	0.904259957	0.86179643	0.794766182	0.815035705	0.824478084	0.87964455	0.871474903	0.949976533	1.036754515	0.869431239	0.908317842
ST14	1.477786158	1.603540707	1.541955515	1.400691165	1.585503123	1.44098744	1.597594431	1.598116716	1.393583777	1.375397144	1.581972794
ST18	-0.281373576	-0.230671826	-0.30037448	-0.322038192	-0.282108738	-0.206244088	-0.260331612	-0.285494816	-0.220518565	-0.301157214	-0.249191136
ST20	0.298457231	0.290220286	0.338016525	0.361305261	0.32739753	0.272656231	0.336614018	0.28858241	0.253113402	0.242993901	0.396149079
ST3GAL1	0.000691718	0.027056106	-0.01956669	-0.019677474	0.049095641	0.059730732	-0.006726939	0.03084982	0.021211329	0.078181745	0.157572012
ST3GAL2	0.023175561	0.044276098	-0.056200396	-0.068567705	-0.029756225	-0.044129762	-0.070972244	-0.010829465	0.025760958	-0.045637911	-0.014513003
ST3GAL4	0.227747016	0.189282285	0.181338022	0.198190646	0.157181835	0.198480983	0.221644773	0.1874332	0.197865701	0.176098198	0.14983334
ST3GAL5	0.215136853	0.231182259	0.171849744	0.128231124	0.236237815	0.183024314	0.231403006	0.144750739	0.19343099	0.199396871	0.253202835
ST3GAL6	0.224697816	0.237963178	0.333196147	0.261485746	0.282285808	0.180402796	0.242198545	0.22133183	0.290049745	0.235575357	0.357857629
ST5	0.651592432	0.615588919	0.813916124	0.621624353	0.709146004	0.639283093	0.719447407	0.604042429	0.576439346	0.562855835	0.84906886
ST6GAL1	0.475455489	0.592331186	0.550581744	0.551581832	0.483198806	0.656269719	0.577356098	0.464750742	0.463908485	0.452452938	0.485738644
ST6GALNAC2	2.055085447	2.191373309	2.023626064	1.782184296	2.12847209	1.936619136	2.041816574	2.080634806	2.084302346	1.937770486	2.032908421
ST6GALNAC4	-0.009024162	0.093866047	0.033240581	-0.050224781	0.025110457	0.049270651	0.015430855	0.041376789	0.018752216	-0.009142048	0.015003038
ST6GALNAC5	0.060875687	0.153689788	0.077279326	0.152345835	0.098953151	0.15274574	0.156424642	0.030949333	0.073846905	0.143789039	0.129687778
ST7	0.265595286	0.217423264	0.208242204	0.302939674	0.290770214	0.288445834	0.296784839	0.194828852	0.249123181	0.238357115	0.332385185
ST7L	-0.035510235	-0.025374333	-0.069278469	-0.004788557	-0.054077005	-0.000584503	-0.042890337	0.068238815	0.085393158	0.041334083	0.091984041
ST8SIA1	-0.122518614	0.071818961	-0.117588916	-0.091327472	-0.068770191	-0.023235104	-0.015004826	-0.166878491	-0.042499147	-0.07146453	-0.040964106
ST8SIA2	-0.152134514	-0.076504579	-0.107072286	-0.065754813	-0.068165438	-0.083879466	-0.099855876	-0.088202764	-0.160463434	-0.056271183	-0.125243286
ST8SIA3	-0.137582358	-0.094846975	-0.18445551	-0.183314666	-0.175510256	-0.161105701	-0.138060191	-0.109285001	-0.132384171	-0.13883279	-0.158192306
ST8SIA4	-0.271791894	-0.295948898	-0.281519439	-0.224580752	-0.324806582	-0.24696301	-0.170579824	-0.21034114	-0.288491582	-0.24595631	-0.321156678
ST8SIA5	-0.297342956	-0.207697263	-0.124376169	-0.259887455	-0.232133248	-0.181073405	-0.249916188	-0.266885066	-0.317736464	-0.241566056	-0.187488932
STAB1	-0.185948651	-0.188354089	-0.225091263	-0.217240776	-0.190152758	-0.16723311	-0.211058292	-0.179090999	-0.183315894	-0.223491079	-0.19835202
STAB2	-0.114888611	-0.077681172	-0.137238167	-0.15932037	-0.190667279	-0.132333548	-0.163342796	-0.152643738	-0.174580344	-0.221245567	-0.218561102
STAC	0.671979641	0.624585389	0.602228574	0.658516895	0.59032738	0.650940698	0.603305509	0.564993666	0.545266392	0.534317765	0.566016071
STAG1	0.24753613	0.194987199	0.227660589	0.302034533	0.2834098	0.23122402	0.299719719	0.228096279	0.347657223	0.195802664	0.361981154
STAG2	1.148471285	1.120903925	1.042767328	1.158576535	1.021263595	1.015897949	1.107692288	1.066302649	1.102189555	1.071419126	1.11079917
STAG3	0.571904123	0.443544447	0.540970564	0.673566282	0.498883784	0.369652063	0.457300901	0.403469235	0.272383869	0.268894047	0.406284392
STAG3L4	-0.065803625	-0.197430313	-0.181370467	-0.056430604	0.028692821	0.040194344	0.112794302	0.005641891	-0.05809994	0.030043399	0.043430053
STAM	0.479972228	0.589932552	0.425560214	0.493014687	0.503109289	0.434303572	0.475687459	0.456359668	0.476042604	0.418286295	0.590191203
STAM2	0.246744334	0.228043666	0.191292942	0.229194523	0.203485906	0.217132292	0.280898677	0.26139106	0.27549167	0.20971205	0.281278421
STAMBP	0.959685148	0.814544094	0.757535246	0.794046385	0.765639536	0.685656505	0.796274045	0.772123344	0.859321742	0.730443656	0.838486435
STAP1	-0.208386963	-0.202265658	-0.122671116	-0.196516015	-0.188335368	-0.253773694	-0.164801103	-0.187485298	-0.213049064	-0.192511467	-0.191796694
STAP2	0.846638716	0.881349597	0.814660092	0.741786563	0.82288092	0.772711141	0.784881317	0.934822357	0.867537575	0.766307626	0.851871934
STAR	-0.194890301	-0.142770216	-0.144714838	-0.174645781	-0.197256716	-0.201161508	-0.212375702	-0.129180215	-0.135797861	-0.185497144	-0.148465985
STARD13	0.365815345	0.29454144	0.323178217	0.364698647	0.323592307	0.253641226	0.336008552	0.381160227	0.253422499	0.30328756	0.426769499
STARD3	0.117292927	0.07939511	0.129436456	0.096671646	0.120861168	0.140428456	0.088864404	0.068534722	0.15452483	0.094363624	0.096319786
STARD5	0.633022832	0.697565907	0.628920101	0.463433911	0.57128907	0.537109617	0.491137564	0.598243935	0.575985111	0.46183659	0.620057278
STARD7	0.958161354	0.855908798	0.923838907	0.871636053	0.894961142	0.921407441	1.010973537	0.922357317	0.927394089	0.896332777	0.987136192
STARD8	-0.071707637	-0.068783274	-0.090529471	-0.136601342	-0.124847769	-0.107268114	-0.144178677	-0.180534031	-0.081630955	-0.125024875	-0.154524675
STAT1	0.36484326	0.393188153	0.395752436	0.314710812	0.311550502	0.375151007	0.365759207	0.346937616	0.387594156	0.334967053	0.366459784
STAT2	0.173103551	0.162936177	0.188293103	0.211997671	0.184962021	0.1285696	0.175999226	0.121460756	0.070076822	0.078234246	0.170697655
STAT3	1.911526231	1.998990396	1.772571571	1.780204121	1.673941493	1.707840288	1.815240559	1.823323253	1.692979625	1.604454023	1.549236215
STAT4	0.148622903	0.09421811	0.053307995	0.209602077	0.145607023	0.125541802	0.067481991	0.025615628	0.124295495	0.124717316	0.115432698
STAT5A	-0.011435908	0.029576341	-0.088161908	-0.103072652	0.012639604	-0.022110553	-0.028955515	0.017122712	0.007053039	-0.014270591	0.020314274
STAT5B	0.092967072	0.115879143	0.135609099	0.079115826	0.13568535	0.088531961	0.112379572	0.078533101	0.047691053	0.08688476	0.119224338
STAT6	0.62521865	0.591710451	0.72290847	0.588587245	0.651568971	0.496630558	0.616274569	0.461302172	0.425721697	0.443587105	0.566718391
STATH	-0.274585258	-0.25689864	-0.19816936	-0.299948373	-0.248269184	-0.17468077	-0.241433934	-0.253536541	-0.163671516	-0.234648846	-0.227886213
STAU1	1.279136221	1.275847469	1.204943833	1.187808055	1.134424029	1.138237044	1.27061767	1.301020064	1.180387613	1.142818699	1.20676237
STAU2	0.132184245	0.209300192	0.066127938	0.08312835	0.049002787	0.05532681	0.143124751	0.077078326	0.117475609	0.005823762	0.142174957
STBD1	0.374604823	0.338872616	0.302945747	0.178802217	0.34090581	0.24340908	0.430165112	0.292311599	0.37496711	0.121474469	0.251866024
STC1	-0.110647653	-0.1006539	-0.148803777	-0.182939607	-0.171074287	-0.128971569	-0.119909139	-0.151830336	-0.120470674	-0.14430629	-0.12823827
STC2	1.705167735	1.698069298	1.669848869	1.832879303	1.804526839	1.810624888	1.831951118	1.708879954	1.721258919	1.87127869	1.802815558
STEAP1	0.201244354	0.183113374	0.081462161	0.216781704	0.182117407	0.224909245	0.254918309	0.189691599	0.131003663	0.220181469	0.165309914
STEAP1B	-0.224007461	-0.223963154	-0.260407983	-0.260106217	-0.152809495	-0.20984159	-0.217660551	-0.160988933	-0.346083858	-0.254344716	-0.280484799
STEAP3	0.962496925	0.902470072	1.090131637	0.944708167	0.946680672	0.989634775	0.892054283	0.826212415	0.795142966	0.815433079	0.918016464
STEAP4	0.02774624	-0.00626014	-0.007275792	0.041976674	0.041884556	0.021892712	0.094495583	-0.002651906	-0.008023116	-0.061970562	0.032349463
STIL	0.098751379	0.15760384	-0.016385692	0.130902083	-0.030583706	0.105689614	0.075725795	0.100918339	0.070071434	0.062307415	0.17000733
STIM1	0.875844577	0.957524165	0.813122965	0.811981155	0.903254495	0.818774767	0.928948826	0.714652487	0.69701887	0.662755656	0.826693023
STIP1	1.119155853	1.106787701	1.092251689	1.197843334	1.112396273	1.184802592	1.07605679	1.122991768	1.081341231	1.105163203	1.030060556
STK10	0.198857903	0.258822776	0.224239904	0.146868602	0.280168638	0.207500092	0.183559653	0.166467236	0.143714197	0.186288407	0.301419661
STK11	0.08234421	0.095914822	0.107352506	0.092597851	0.172493702	0.141012153	0.151445824	0.107627257	0.106836334	0.09932941	0.149376011
STK16	0.254889579	0.25230549	0.174177415	0.238270172	0.274670557	0.284660954	0.242717659	0.227581872	0.231575096	0.207702045	0.284214721
STK17A	0.544843939	0.527907142	0.489899382	0.515350402	0.581604607	0.497749043	0.569899511	0.543690727	0.546961186	0.438155842	0.620582067
STK17B	-0.122500611	-0.066122623	-0.108819121	-0.136325264	-0.090436674	-0.114752225	-0.09822499	-0.163110721	-0.068605977	-0.164615521	-0.122530222
