	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
UBE2D4	-0.020962561	0.003468775	-0.031739909	-0.029152012	-0.022115461	-0.015735664	-0.040976954	-0.01842626
UBE2E1	2.023926364	2.109382841	2.059678449	2.206030766	2.13563731	2.01234497	2.098165883	2.039831036
UBE2G1	1.455039826	1.534142643	1.431676752	1.60320689	1.424171901	1.508150611	1.420988503	1.43360326
UBE2G2	0.767692192	0.731506868	0.619110701	0.659585342	0.592779811	0.739203767	0.687018461	0.682558654
UBE2H	1.811059568	2.023248077	1.909940991	2.113670203	2.025946869	1.953221679	1.842865653	1.921493106
UBE2I	1.819210874	2.027835336	1.924139215	2.051949865	1.967887037	1.922142333	1.739391645	1.849510796
UBE2J1	0.334943405	0.432278516	0.339045825	0.407158867	0.350687929	0.383587389	0.313709696	0.317849801
UBE2K	1.040802488	1.155045716	0.999593295	1.170386686	0.980417302	1.143007373	0.993959861	1.029470591
UBE2L3	0.492126899	0.55361243	0.455107083	0.571700879	0.528624244	0.498560032	0.439873517	0.471262589
UBE2L6	0.898963577	0.972514308	0.847557175	1.031545702	0.949323518	0.815765933	0.729545199	0.818678626
UBE2M	1.181664204	1.297004873	1.118913758	1.297836704	1.135677086	1.207118929	1.055989242	1.128533376
UBE2N	0.548295838	0.683509255	0.577087244	0.683591617	0.592507292	0.665728578	0.592448006	0.554552945
UBE2NL	0.318503434	0.422718366	0.473021162	0.404431245	0.408770009	0.461560291	0.39725855	0.406035538
UBE2O	0.141814316	0.139232647	0.1307888	0.127736845	0.097424924	0.133660474	0.109490273	0.100638385
UBE2Q1	1.898120165	1.976519174	1.915024234	1.98651478	1.832319922	1.900454263	1.954273124	1.925965634
UBE2V2	1.334942189	1.444280095	1.544066694	1.396246701	1.351039668	1.314096272	1.294376238	1.2743258
UBE2W	0.17093235	0.246674546	0.130309555	0.24967231	0.148368603	0.176585649	0.100262856	0.120353244
UBE2Z	1.571297712	1.676613768	1.532276465	1.654256827	1.689670642	1.626075023	1.649131325	1.612582392
UBE3A	0.66120131	0.675599507	0.65348782	0.630441973	0.664465347	0.681388249	0.563594271	0.606213466
UBE3B	0.431821131	0.515345192	0.464529275	0.49014805	0.373636176	0.563283594	0.57538845	0.480054987
UBE3C	0.634291301	0.688875569	0.569001526	0.653379566	0.673019538	0.752764924	0.652788993	0.609460192
UBE4A	1.418688689	1.417770599	1.317316302	1.161835781	1.269240771	1.422902533	1.406218529	1.445748976
UBE4B	0.574356271	0.518795958	0.449413626	0.574448186	0.558812296	0.561410654	0.573896663	0.48869669
UBFD1	0.579060703	0.571626514	0.590496123	0.572151274	0.411317826	0.508637995	0.52396676	0.470530599
UBIAD1	0.444134709	0.48400713	0.425464385	0.445919292	0.332995623	0.61187467	0.441073184	0.461900999
UBL3	0.700515361	0.85173294	0.76696585	0.805477655	0.691186077	0.882764921	0.735287582	0.802552294
UBL4A	0.576583993	0.567951245	0.500880279	0.57251564	0.561429654	0.611749771	0.498751092	0.443558483
UBN1	0.580509003	0.542045663	0.482828245	0.570585223	0.586841218	0.655425192	0.510900555	0.557027548
UBOX5	0.138592819	0.12863053	0.121756224	0.113988704	0.126819381	0.169442036	0.160039721	0.131323817
UBP1	0.635940577	0.758775387	0.626916188	0.685616982	0.624903706	0.753773739	0.690826219	0.657335553
UBQLN2	1.402624938	1.366145187	1.229507393	1.300450735	1.200829711	1.34267462	1.350000547	1.233952893
UBQLN3	-0.17090153	-0.197377994	-0.263114283	-0.142618422	-0.173690504	-0.199768255	-0.188806785	-0.207564554
UBR2	0.665489854	0.695135167	0.661968305	0.617934589	0.638033231	0.749663433	0.718975558	0.636642578
UBR4	1.932646301	1.823683249	1.829073422	1.691944043	2.098541141	1.869255404	1.934346318	1.825372279
UBR5	1.137762146	1.127576384	1.056697869	1.067236975	1.071921487	1.193322076	1.222231247	1.046036399
UBR7	0.437539132	0.581119618	0.406473714	0.496457302	0.458267857	0.528591259	0.453029933	0.396043525
UBTD1	0.094786704	0.096648947	0.034860423	0.083831783	0.08740589	0.066047907	0.087620201	0.111330903
UBTF	0.394615087	0.424363445	0.34114013	0.303336714	0.356637384	0.383440312	0.357383202	0.384106674
UBXN1	0.38709122	0.456633925	0.406956524	0.435249807	0.39837516	0.41215765	0.365407402	0.364442541
UBXN2B	0.425711781	0.672432661	0.35286966	0.806999624	0.381580621	0.57285428	0.469113827	0.424970388
UBXN4	1.438069873	1.571745478	1.488459972	1.526241677	1.368200431	1.530020726	1.451645176	1.516610287
UBXN6	0.374074199	0.358092795	0.327458951	0.405714837	0.363741914	0.332345427	0.345832339	0.320271913
UBXN7	0.557740229	0.532687105	0.553234272	0.608582347	0.476388435	0.594352297	0.506909191	0.528172948
UBXN8	0.207496023	0.208745253	0.053225497	0.200156766	0.081376649	0.248452658	0.298366046	0.253188174
UCHL1	0.379173053	0.38466263	0.255391483	0.393364217	0.416456763	0.413378193	0.322810319	0.377307105
UCHL3	1.314598993	1.592656985	1.349470273	1.535655335	1.444989383	1.451424867	1.295279629	1.305501647
UCHL5	0.593587664	0.699166656	0.573770547	0.67580529	0.540413082	0.682196438	0.572781876	0.560929501
UCK2	1.3827944	1.651201871	1.422760507	1.580082966	1.423265888	1.555185153	1.212636318	1.412443128
UCKL1	0.378482764	0.340478612	0.263675596	0.415087448	0.382132589	0.464873267	0.415756615	0.407382796
UCN	-0.05131803	-0.05496436	-0.073888154	-0.048829695	-0.038256398	-0.066234784	-0.03487366	-0.027899448
UCP1	-0.18567315	-0.14310613	-0.133527439	-0.113497327	-0.162303293	-0.162315658	-0.165532223	-0.145019199
UCP2	0.048442878	0.069123125	0.061721153	0.03299456	0.104978463	0.081479501	0.024559026	0.039738573
UCP3	-0.101448946	-0.107105748	-0.103509253	-0.050306956	-0.074901203	-0.092892271	-0.095858771	-0.108065696
UEVLD	0.382808944	0.511313953	0.421085968	0.503106498	0.386462515	0.553925405	0.424976724	0.45765686
UFC1	1.321807473	1.422728883	1.3800585	1.475199613	1.448934594	1.398378459	1.311377601	1.388593341
UFD1L	1.408073187	1.328439395	1.081140399	1.430037498	1.309424798	1.295727094	1.244271397	1.28657802
UFM1	1.250778426	1.326872114	1.277850974	1.11492907	1.043086717	1.300982964	1.190838689	1.203408837
UFSP2	0.664153624	0.897908617	0.741233878	0.839587662	0.654183297	0.737246707	0.759940831	0.749514975
UGCG	1.40612191	1.478218302	1.360955246	1.40044827	1.421023764	1.674548298	1.578518353	1.529121518
UGDH	0.666624586	0.737752608	0.632050475	0.668128182	0.616700848	0.653853365	0.683295126	0.539967694
UGGT1	1.021847238	1.058258153	1.013741932	0.953293453	0.922194135	1.225252681	1.201700088	1.106715692
UGGT2	0.873614866	0.86236704	0.751875553	0.705591249	0.751002795	0.951060131	0.935180603	0.918781534
UGP2	2.345379286	2.486881945	2.496241146	2.583297597	2.572781391	2.385603044	2.40301213	2.415539199
UGT1A8	-0.170758938	-0.158425935	-0.199662333	-0.108811458	-0.210372299	-0.211187979	-0.114534149	-0.169239399
UGT2A3	-0.151182331	-0.178415147	-0.082460354	-0.139960707	-0.146071974	-0.125099085	-0.159557768	-0.285318711
UGT2B15	-0.21096871	-0.146207658	-0.142969975	-0.17622842	-0.178251157	-0.140963087	-0.116540267	-0.172247446
UGT2B17	-0.176584326	-0.198947744	-0.225474253	-0.155350297	-0.18689539	-0.231160683	-0.156962048	-0.170632312
UGT2B4	-0.185147908	-0.13521099	-0.229905112	-0.182767603	-0.164993275	-0.172817063	-0.181059588	-0.123688704
UGT8	0.506653696	0.606684733	0.53618896	0.563249074	0.494699398	0.73995534	0.750298999	0.693185698
UHRF1BP1L	0.139837475	0.163788755	0.147473324	0.12714098	0.164376261	0.174235103	0.170509382	0.130259903
UIMC1	1.202785977	1.249048224	1.04375158	1.134771351	1.185724557	1.164601488	0.953359606	1.112123451
ULBP1	0.258910007	0.399593755	0.382827431	0.334063366	0.206266114	0.553827644	0.372546718	0.334083132
ULBP2	0.774791122	0.854560415	0.703470071	0.769838889	0.668892284	0.909276644	0.791306714	0.838312169
ULK1	0.479562265	0.32955244	0.317831995	0.294333544	0.350785757	0.394027059	0.362398071	0.325037185
ULK2	0.204585992	0.245228757	0.148751487	0.230140262	0.199856446	0.289331486	0.213848081	0.209549825
ULK4	-0.168753409	-0.1597207	-0.096727303	-0.141164456	-0.157307942	-0.171968288	-0.162397036	-0.121814013
UMOD	-0.219044672	-0.178995191	-0.165862735	-0.127666054	-0.279272568	-0.172228037	-0.175524145	-0.219280301
UMPS	0.387494905	0.447944297	0.376302013	0.406413562	0.375467346	0.487023451	0.396407612	0.38201506
UNC119	0.394793353	0.331555021	0.288921451	0.290867925	0.277067498	0.279583724	0.307635375	0.248770322
UNC119B	0.909650426	1.049930314	0.90884912	0.972782376	0.959691078	1.070388904	0.957635094	0.995146003
UNC13A	0.115692109	0.151650082	0.127601808	0.07609677	0.104733521	0.091897855	0.107303889	0.120978735
UNC13B	0.53846021	0.597424163	0.566757406	0.570807861	0.55323369	0.57129546	0.564498835	0.544329055
UNC45A	0.59181059	0.646638107	0.580249255	0.670809158	0.557450681	0.635899511	0.620253222	0.588410476
UNC50	1.410817921	1.41752588	1.2562153	1.182602499	1.153912626	1.552372359	1.587091215	1.396406505
UNC5C	-0.043375456	-0.082509863	-0.09819653	-0.075687989	-0.011428828	-0.063895643	0.002313258	-0.054597316
UNG	0.652959113	0.807096324	0.673955117	0.688936326	0.743455992	0.752045618	0.64352898	0.589594715
UNKL	0.038266768	-0.086187714	0.039779951	-0.067409823	0.027114812	0.058699519	0.019048832	0.054028236
UPB1	-0.204927069	-0.209102068	-0.180861806	-0.217015281	-0.199435828	-0.119277088	-0.182351136	-0.190796551
UPF1	0.626385084	0.61414021	0.555937936	0.536605156	0.593049316	0.655880658	0.657772728	0.587515542
UPF2	0.840624372	0.910346199	0.828560958	0.840695734	0.856451738	0.912729578	0.815400926	0.862797302
UPF3A	0.154617891	0.157018639	0.085011572	0.221639324	0.186048034	0.14827826	0.10762475	0.078239844
UPF3B	0.684523208	0.759541145	0.653458858	0.734693859	0.675215211	0.813708789	0.534741811	0.613006866
UPK1A	-0.189133382	-0.086775735	-0.149696813	-0.068404772	-0.074358722	-0.082551015	-0.128539388	-0.084283571
UPK1B	-0.067597402	-0.060252265	-0.093827978	-0.08785013	-0.114359515	-0.021608149	-0.046461797	-0.063426335
UPK2	-0.186521877	-0.136825011	-0.197721889	-0.164945427	-0.138241383	-0.179999362	-0.123265124	-0.210452583
UPK3A	-0.24172464	-0.19814803	-0.002032679	-0.148034013	-0.224433496	-0.160326713	-0.213709449	-0.224416327
UPK3B	-0.012044806	-0.003696696	-0.055093633	-0.063546859	-0.06507548	-0.009189512	0.017470646	-0.048494981
UPP1	1.376011919	1.261806574	1.132125139	1.292943945	1.203381888	1.328058411	1.242794645	1.201468426
UQCC	0.488530263	0.524126142	0.473358411	0.534176279	0.48532929	0.509014322	0.530299281	0.490551481
UQCR10	1.741961926	1.895566329	1.798825979	2.021792933	1.911718041	1.758662842	1.650393486	1.782555215
UQCR11	1.917705744	1.952084817	2.046507552	2.042761959	1.922566056	1.990335032	1.82535062	1.882850006
UQCRB	0.599773568	0.660606919	0.593480849	0.677062688	0.621450129	0.572445347	0.561757681	0.591309096
UQCRC1	2.379233744	2.278547221	2.281080412	2.563015315	2.375503355	2.416044063	2.449821273	2.444805125
UQCRC2	1.57012913	1.666203305	1.680765435	1.623313554	1.520351943	1.63431089	1.585682631	1.609819885
UQCRQ	2.005531669	2.070694096	2.069917336	2.274980202	2.154932089	2.023652166	2.018513441	2.074978925
URB1	-0.023010846	0.006739634	-0.047442536	-0.065770491	-0.038553582	0.051488552	-0.013674592	-0.05335419
URB2	0.332345416	0.38251968	0.323026535	0.288878485	0.222970157	0.471778196	0.396722627	0.389346263
URGCP	0.604836631	0.740711242	0.621288671	0.775008101	0.790116413	0.850913747	0.728123839	0.696618225
URM1	0.521292604	0.485179878	0.495281133	0.458085499	0.415163244	0.491844049	0.43960173	0.439862127
UROD	1.051935788	1.078855423	0.971986393	1.144985476	1.079974725	1.023920403	1.005414632	0.993249401
UROS	0.490046604	0.510068848	0.389229014	0.540056223	0.480737019	0.489844009	0.424019136	0.434988657
USE1	0.389050136	0.44713026	0.377701942	0.505438908	0.413371872	0.418081989	0.317336978	0.329908943
USF2	0.292484275	0.272160652	0.263309466	0.247725276	0.241031643	0.28994776	0.325910785	0.27173818
USH1C	-0.117153706	-0.075506084	-0.115219823	-0.041158117	-0.029669825	-0.042725413	-0.07695567	-0.063942513
USH2A	-0.202287216	-0.214513698	-0.205750674	-0.237348725	-0.215325999	-0.181268144	-0.195340674	-0.240219322
USO1	1.77987894	1.866027381	1.821164155	1.871410526	1.774336512	1.922100149	1.932672547	1.879602715
USP1	1.322250429	1.468652087	1.301392987	1.409316375	1.348351521	1.373902507	1.312165208	1.312576197
USP10	0.932283775	1.054030553	0.999070002	0.973419783	0.937923843	1.057716504	0.972113592	0.942300715
USP11	0.825397602	0.750553609	0.790411684	0.865932581	0.853677018	0.823527239	0.738512582	0.770603932
USP12	0.080911828	-0.053455731	-0.032532883	-0.034577558	-0.052976116	-0.056264941	0.05225707	0.078971276
USP13	0.475746444	0.547919173	0.429750745	0.378178953	0.489531471	0.492798507	0.474924545	0.383037697
USP14	1.06233549	1.211037587	1.106758907	1.200756084	1.124324683	1.265220511	1.110628433	1.073598293
USP15	0.656243796	0.70752902	0.640397765	0.653291006	0.57000596	0.731741281	0.756761647	0.636385497
USP16	0.666193505	0.719023445	0.650313702	0.648727649	0.579151972	0.639552466	0.623044792	0.562652159
USP19	-0.053334636	-0.100807543	-0.067596059	-0.055516111	-0.127583576	-0.041477524	-0.070577166	-0.108633678
USP2	-0.158094285	-0.15295523	-0.132632237	-0.12094625	-0.157159387	-0.121231808	-0.126594118	-0.108812282
USP20	0.08464844	0.122590783	0.105038347	0.073300217	0.123724701	0.173682652	0.116763314	0.119975927
USP21	0.435283248	0.424801041	0.367950265	0.392961819	0.350753578	0.400464999	0.466442044	0.347448329
USP22	1.080362104	1.018230311	0.92085851	0.934771754	1.061431359	1.097893931	1.058692388	1.002666496
USP24	0.568138948	0.591213428	0.533583169	0.446392445	0.574141508	0.647323701	0.541349132	0.57368292
USP25	1.661939528	1.859612558	1.657324155	1.687142637	1.629933423	1.758334001	1.628004452	1.572893235
USP27X	-0.004947175	-0.034710545	-0.080944427	0.008033643	-0.086338926	-0.017585772	-0.041472591	-0.022825994
USP29	-0.09818834	-0.147011709	-0.196210233	-0.111878	-0.202302954	-0.145285035	-0.156493605	-0.102004971
USP3	0.90519219	1.016409387	0.856110612	0.98766415	0.861518813	1.05006469	0.889964377	0.83780247
USP32	0.543870191	0.596460243	0.548274157	0.570241173	0.550286333	0.561595282	0.497031136	0.422895664
USP33	0.797964281	0.892219232	0.748226278	0.792572854	0.752838472	0.929109911	0.904614177	0.796670735
USP34	0.909340817	0.84575101	0.777939902	0.726650506	0.805729112	0.946255371	0.929127942	0.850284591
USP36	0.037071387	0.069511224	0.075459667	0.119752317	0.140089296	0.134508502	0.103147506	0.168980149
USP39	0.70205545	0.812781226	0.560647685	0.756352998	0.584991388	0.73205805	0.613243364	0.666997451
USP4	1.069916161	1.20589717	1.090736766	1.125912913	1.092699562	1.130314885	1.041078215	1.065256073
USP46	0.426823195	0.474231284	0.339747771	0.447381336	0.436772851	0.466607688	0.437378249	0.400431926
USP47	1.17398998	1.141128992	1.074978395	1.101128436	1.154156043	1.184157391	1.184724748	1.108911821
USP48	0.331947542	0.315308081	0.255795347	0.231394611	0.24152719	0.305145407	0.322138526	0.244241006
USP5	0.524583088	0.569303626	0.555757784	0.509020654	0.518252662	0.575015212	0.526888611	0.570043603
USP6	0.008294785	0.015931938	0.040528558	0.035003147	-0.029096067	0.148144278	-0.020818398	-0.013148879
USP6NL	0.318923065	0.327086663	0.296856935	0.261806453	0.173190281	0.29179395	0.274813528	0.252732503
USP7	0.600032942	0.635065406	0.566047249	0.551030683	0.623968571	0.623571072	0.652813876	0.601589058
USP8	0.497727653	0.567354511	0.5690736	0.664659301	0.555210376	0.70175425	0.543254774	0.671450344
USP9X	1.722869623	1.665802507	1.633468758	1.620215364	1.786668127	1.642672515	1.731638976	1.674307266
USP9Y	-0.260317577	-0.195928527	-0.225254198	-0.212644642	-0.284882217	-0.194325907	-0.234111402	-0.24829738
USPL1	0.797950453	0.74967944	0.639251705	0.617035248	0.576150782	0.787246428	0.70754034	0.658313703
UST	0.443671994	0.52888228	0.435351248	0.481151397	0.359549967	0.544219447	0.512578703	0.495714232
UTF1	-0.147462046	-0.143429597	-0.144872571	-0.160828544	-0.131567452	-0.160236843	-0.213153476	-0.139031911
UTP11L	1.068560647	1.240070118	1.109597279	1.233592245	1.068923818	1.189901392	0.898880581	1.123906851
UTP14A	0.384115696	0.498554779	0.368577899	0.438097131	0.363385991	0.468286369	0.301275196	0.405140356
UTP14C	0.784171485	0.920528111	0.80153303	0.844398793	0.771669795	1.025031305	1.023263395	0.927431216
UTP18	1.076835175	1.183254997	0.912410319	1.21446232	0.994282226	1.273409486	1.06322366	0.94423308
UTP20	0.356838007	0.406935404	0.329781082	0.34432606	0.359718858	0.42925753	0.278732581	0.337382724
UTP3	1.104085144	1.152548022	1.033772816	1.070698271	1.040347432	1.13684341	1.034489287	1.049160676
UTP6	1.266486581	1.331586255	1.242733265	1.285240216	1.309996839	1.307747347	1.17043173	1.178557459
UTRN	0.392167921	0.291190874	0.286106039	0.306483305	0.323460904	0.432675074	0.447256022	0.376696573
UTS2	-0.197611348	-0.135029825	-0.174480192	-0.159477522	-0.128172211	-0.173482436	-0.18232717	-0.204953905
UTY	-0.203013643	-0.169499302	-0.203820362	-0.169314567	-0.16920294	-0.174769012	-0.155423609	-0.178037822
UVRAG	0.440309683	0.531544917	0.50545652	0.474076058	0.483117535	0.542023655	0.432484345	0.388960686
UXS1	1.497793489	1.504500376	1.388905631	1.370077418	1.279466921	1.660025557	1.616539703	1.557687077
UXT	1.600003511	1.734937139	1.60503798	1.769586854	1.592558745	1.534271225	1.52047912	1.538665768
VAC14	0.538265424	0.549922932	0.541682898	0.472123893	0.523028193	0.531306287	0.488319068	0.507693968
VAMP1	0.035640218	0.00431098	0.05690268	0.030905297	-0.024190708	0.035744976	0.032520605	0.011272538
VAMP2	0.201140926	0.222827498	0.205276705	0.164585698	0.156282418	0.184367446	0.178370646	0.126917283
VAMP3	1.667925701	1.830827723	1.665018528	1.857580018	1.651396665	1.621046343	1.568195021	1.598852541
VAMP4	0.246227316	0.319226408	0.24288654	0.279635295	0.211621184	0.287011875	0.228193471	0.238806422
VAMP5	0.468389898	0.326340566	0.362023286	0.379748463	0.368708128	0.348524905	0.345771646	0.343342595
VAMP8	1.827200574	1.947279039	1.936685102	2.153592701	1.995232267	1.808926419	1.87279476	1.948887676
VANGL1	0.400832586	0.496501946	0.355348715	0.430045034	0.408602581	0.550501863	0.632613967	0.47597818
VAPA	2.499980039	2.502533992	2.465431664	2.505873773	2.523567902	2.49093726	2.403372553	2.370612264
VAPB	0.327315098	0.368631183	0.267281866	0.326579904	0.359088773	0.352975883	0.291201614	0.310230815
VARS	0.524995968	0.545541463	0.459108296	0.477444056	0.470507185	0.598185554	0.535702488	0.513095087
VASH1	-0.198890089	-0.205307076	-0.188690421	-0.166548161	-0.18928548	-0.218652392	-0.146695367	-0.163441194
VASH2	-0.086657347	-0.120218975	-0.094144792	-0.13503388	-0.071567056	-0.076239976	-0.151257704	-0.075084973
VASP	0.779594527	0.78170756	0.723513363	0.74096957	0.589789372	0.73477862	0.663028161	0.707495953
VAT1	1.379378153	1.378111849	1.391463924	1.439418598	1.503249698	1.401944528	1.291281235	1.317345123
VAV1	-0.183750738	-0.123510496	-0.109730535	-0.124607705	-0.115746862	-0.16494501	-0.163344392	-0.201393708
VAV2	0.269263535	0.346149352	0.291775091	0.312326343	0.224270006	0.273281989	0.316079519	0.30943204
VAV3	0.553585926	0.469248514	0.515742873	0.553903177	0.446664212	0.494377356	0.577671097	0.494832607
VAX2	-0.202376869	-0.176752845	-0.235386983	-0.149425283	-0.216043711	-0.168013108	-0.185832813	-0.19140928
VBP1	1.159249223	1.328853418	1.156441968	1.354946097	1.086904402	1.197615514	0.995304343	1.093757671
VCAM1	-0.205734823	-0.207899402	-0.218054791	-0.275697835	-0.235351071	-0.211774143	-0.211899552	-0.224612595
VCAN	0.611472103	0.514062369	0.45955316	0.427180558	0.572955156	0.643500876	0.662282106	0.591952902
VCL	1.048301132	0.986185645	1.092498258	1.011633097	1.105186643	1.128039038	1.049407735	1.09194765
